Position,Clean sheets,Goals conceded,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Recoveries,Successful 50/50s,Own goals,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Goals per match,Shots,Shooting accuracy %,Saves,Penalties saved,age,value_eur,overall,Arial Saves,Duels %,Aerial battles %
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,750000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,10.0,90,4.0,15.0,24.0,52.0,1.0,0.0,0,449,28.06,0.0,2.0,0,1.0,17.0,1,0,11,1.0,2,0.13,15.0,40,0.0,0.0,21,3800000,71,0.0,53.50877192982456,56.666666666666664
Defender,8.0,68.0,54.0,43,1.0,48.0,362.0,246.0,8.0,2.0,2,1502,39.53,3.0,4.0,50,1.0,180.0,9,0,27,0.0,0,0.0,0.0,0,0.0,0.0,28,12000000,80,0.0,61.351351351351354,58.661417322834644
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,210000,58,0.0,0.0,0.0
Midfielder,0.0,0.0,34.0,74,5.0,13.0,21.0,58.0,29.0,0.0,1,255,12.75,2.0,27.0,33,1.0,6.0,0,0,7,3.0,4,0.2,20.0,50,0.0,0.0,26,2800000,71,0.0,48.108108108108105,34.84848484848485
Midfielder,0.0,0.0,33.0,55,1.0,24.0,27.0,146.0,16.0,0.0,0,1092,35.23,0.0,3.0,67,2.0,50.0,5,0,22,0.0,0,0.0,2.0,0,0.0,0.0,26,5500000,74,0.0,55.02958579881657,34.78260869565217
Defender,2.0,17.0,9.0,33,0.0,14.0,82.0,47.0,3.0,0.0,1,405,31.15,1.0,1.0,0,0.0,17.0,1,0,7,0.0,0,0.0,0.0,0,0.0,0.0,20,2500000,70,0.0,61.03896103896104,62.0
Midfielder,0.0,0.0,33.0,55,12.0,15.0,22.0,89.0,13.0,0.0,2,663,22.86,0.0,24.0,17,0.0,16.0,3,0,10,1.0,1,0.03,38.0,21,0.0,0.0,22,16000000,79,0.0,51.908396946564885,20.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,4800000,73,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,8000000,79,0.0,0.0,0.0
Midfielder,0.0,0.0,43.0,53,13.0,18.0,36.0,143.0,15.0,0.0,4,1401,45.19,6.0,134.0,28,6.0,81.0,5,1,28,0.0,5,0.16,24.0,33,0.0,0.0,32,13500000,81,0.0,52.525252525252526,41.666666666666664
Defender,3.0,13.0,14.0,50,1.0,8.0,79.0,41.0,0.0,0.0,0,504,38.77,0.0,0.0,0,0.0,36.0,3,0,13,1.0,1,0.0,0.0,0,0.0,0.0,23,12500000,78,0.0,57.0,58.46153846153846
Defender,0.0,4.0,4.0,75,0.0,6.0,13.0,9.0,2.0,0.0,0,87,17.4,0.0,1.0,100,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,1800000,70,0.0,66.66666666666667,50.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,10000000,78,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,1500000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,28.0,79,17.0,16.0,16.0,124.0,20.0,0.0,4,796,31.84,10.0,63.0,13,5.0,20.0,1,0,27,3.0,6,0.24,49.0,29,0.0,0.0,29,30500000,84,0.0,39.30348258706468,45.65217391304348
Midfielder,0.0,0.0,13.0,31,4.0,2.0,11.0,26.0,1.0,0.0,0,278,34.75,0.0,3.0,33,2.0,15.0,0,0,1,1.0,0,0.0,7.0,0,0.0,0.0,25,11500000,78,0.0,55.172413793103445,25.0
Midfielder,0.0,0.0,62.0,68,14.0,15.0,28.0,204.0,22.0,0.0,1,1278,44.07,4.0,137.0,29,2.0,61.0,4,0,26,1.0,3,0.1,43.0,33,0.0,0.0,27,13000000,79,0.0,44.17670682730924,35.714285714285715
Defender,6.0,26.0,27.0,56,4.0,32.0,171.0,79.0,2.0,0.0,0,892,40.55,0.0,0.0,0,0.0,35.0,1,2,18,3.0,3,0.0,0.0,0,0.0,0.0,34,2000000,75,0.0,66.66666666666667,67.91044776119404
Defender,9.0,63.0,35.0,49,3.0,52.0,306.0,152.0,8.0,0.0,3,737,21.68,3.0,5.0,0,0.0,36.0,6,0,32,9.0,1,0.0,0.0,0,0.0,0.0,27,5500000,74,0.0,63.436123348017624,66.08187134502924
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,6.5,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,27,11000000,78,0.0,20.0,0.0
Forward,0.0,0.0,3.0,0,2.0,1.0,3.0,0.0,0.0,0.0,0,121,5.04,0.0,3.0,0,0.0,0.0,1,0,7,4.0,1,0.04,12.0,58,0.0,0.0,22,2400000,70,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,375000,60,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,450000,61,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,35,110000,64,0.0,0.0,0.0
Forward,0.0,0.0,17.0,0,10.0,2.0,25.0,0.0,0.0,0.0,1,606,15.95,2.0,8.0,0,0.0,0.0,5,0,80,38.0,13,0.34,54.0,39,0.0,0.0,34,4100000,76,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,8500000,75,0.0,0.0,0.0
Defender,5.0,40.0,62.0,73,1.0,58.0,268.0,116.0,8.0,0.0,0,1765,56.94,0.0,11.0,9,4.0,98.0,9,0,42,4.0,2,0.0,0.0,0,0.0,0.0,26,22500000,82,0.0,62.69592476489028,66.48648648648648
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,1000000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,28,8000000,77,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,450000,60,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,1100000,65,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,170000,56,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,1400000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,47.0,55,5.0,21.0,14.0,189.0,14.0,0.0,5,1507,48.61,2.0,23.0,22,10.0,136.0,6,1,23,1.0,5,0.16,17.0,47,0.0,0.0,31,6500000,76,0.0,49.08256880733945,50.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,9000000,78,0.0,0.0,0.0
Defender,0.0,10.0,9.0,44,0.0,8.0,17.0,25.0,1.0,0.0,1,225,45.0,0.0,0.0,0,0.0,21.0,0,0,5,0.0,0,0.0,0.0,0,0.0,0.0,28,7000000,76,0.0,66.66666666666667,66.66666666666667
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,130000,56,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,1500000,69,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,24,625000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,3500000,72,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,150000,54,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,160000,58,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,600000,65,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,600000,63,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,925000,64,0.0,0.0,0.0
Forward,0.0,0.0,1.0,0,2.0,1.0,0.0,0.0,0.0,0.0,1,18,3.0,1.0,1.0,0,0.0,0.0,1,0,2,1.0,1,0.17,7.0,43,0.0,0.0,17,600000,62,0.0,0.0,0.0
Defender,3.0,62.0,48.0,71,1.0,42.0,203.0,191.0,16.0,1.0,1,1332,42.97,1.0,13.0,31,2.0,68.0,4,0,37,0.0,0,0.0,0.0,0,0.0,0.0,30,775000,69,0.0,56.390977443609025,50.925925925925924
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,290000,59,0.0,0.0,0.0
Defender,2.0,36.0,31.0,42,2.0,35.0,144.0,93.0,1.0,0.0,1,795,33.13,1.0,0.0,0,1.0,44.0,2,0,15,0.0,1,0.0,0.0,0,0.0,0.0,30,7500000,78,0.0,64.83516483516483,68.10344827586206
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,29,1700000,70,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,4200000,71,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,12500000,76,0.0,0.0,0.0
Forward,0.0,0.0,6.0,0,4.0,0.0,1.0,0.0,0.0,0.0,1,108,9.0,0.0,5.0,0,0.0,0.0,0,0,2,3.0,3,0.25,13.0,46,0.0,0.0,23,12000000,77,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,240000,58,0.0,0.0,0.0
Defender,9.0,7.0,24.0,58,1.0,29.0,78.0,70.0,2.0,0.0,0,1245,69.17,0.0,1.0,0,0.0,47.0,1,0,8,0.0,0,0.0,0.0,0,0.0,0.0,30,33000000,86,0.0,66.66666666666667,62.121212121212125
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,2500000,70,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,1500000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,1.0,100,0.0,1.0,0.0,1.0,1.0,0.0,0,13,6.5,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1.0,100,0.0,0.0,24,19500000,80,0.0,100.0,0.0
Midfielder,0.0,0.0,12.0,42,3.0,4.0,6.0,82.0,21.0,0.0,2,1118,46.58,3.0,42.0,43,7.0,29.0,2,0,10,10.0,5,0.21,11.0,55,0.0,0.0,29,43500000,86,0.0,41.37931034482759,27.77777777777778
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,2600000,70,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,975000,66,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,1400000,71,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,160000,57,0.0,0.0,0.0
Forward,0.0,0.0,21.0,0,11.0,8.0,44.0,0.0,0.0,0.0,1,552,20.44,4.0,23.0,0,0.0,0.0,4,0,41,10.0,4,0.15,41.0,20,0.0,0.0,23,3200000,71,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,1200000,68,0.0,0.0,0.0
Defender,5.0,26.0,39.0,64,0.0,18.0,83.0,70.0,3.0,0.0,0,342,17.1,0.0,6.0,50,0.0,21.0,4,0,15,0.0,0,0.0,0.0,0,0.0,0.0,31,700000,69,0.0,59.09090909090909,53.57142857142857
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,6000000,73,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,1000000,67,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,1600000,69,0.0,0.0,0.0
Midfielder,0.0,0.0,21.0,57,14.0,23.0,30.0,186.0,41.0,0.0,1,1121,33.97,7.0,40.0,20,3.0,46.0,3,0,27,3.0,6,0.18,57.0,37,0.0,0.0,27,13000000,79,0.0,36.55913978494624,17.391304347826086
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,425000,61,0.0,0.0,0.0
Goalkeeper,14.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1118,29.42,0.0,0.0,0,0.0,285.0,1,0,1,0.0,0,0.0,0.0,0,94.0,3.0,24,23500000,83,27.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,29,3000000,73,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,875000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,47.0,64,29.0,18.0,61.0,218.0,60.0,0.0,9,2068,59.09,7.0,28.0,11,15.0,165.0,6,0,54,5.0,13,0.37,105.0,48,0.0,0.0,25,73000000,88,0.0,47.46450304259635,49.166666666666664
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,13000000,80,0.0,0.0,0.0
Midfielder,0.0,0.0,59.0,59,27.0,22.0,18.0,205.0,45.0,0.0,1,1266,26.38,7.0,129.0,23,3.0,41.0,3,0,20,8.0,3,0.06,69.0,25,0.0,0.0,25,7500000,74,0.0,46.208530805687204,22.857142857142858
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,31,4500000,75,0.0,0.0,0.0
Midfielder,0.0,0.0,50.0,56,2.0,53.0,45.0,192.0,30.0,0.0,1,1213,40.43,2.0,16.0,13,2.0,74.0,2,0,33,1.0,1,0.03,15.0,13,0.0,0.0,26,10500000,77,0.0,49.08424908424909,58.73015873015873
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,2100000,71,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,19000000,79,0.0,0.0,0.0
Midfielder,0.0,0.0,8.0,63,3.0,4.0,10.0,23.0,5.0,0.0,0,212,19.27,2.0,9.0,22,1.0,12.0,1,0,12,1.0,0,0.0,6.0,0,0.0,0.0,32,3000000,73,0.0,35.59322033898305,50.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,8.5,0.0,0.0,0,0.0,0.0,0,0,2,1.0,0,0.0,0.0,0,0.0,0.0,27,1200000,69,0.0,0.0,0.0
Midfielder,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,525000,61,0.0,100.0,0.0
Midfielder,0.0,0.0,45.0,51,13.0,29.0,38.0,141.0,5.0,0.0,0,778,27.79,5.0,77.0,31,1.0,81.0,4,1,29,1.0,0,0.0,23.0,13,0.0,0.0,24,7500000,74,0.0,46.733668341708544,45.205479452054796
Midfielder,0.0,0.0,1.0,100,0.0,1.0,0.0,8.0,2.0,0.0,0,43,10.75,0.0,3.0,33,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,9500000,75,0.0,43.75,75.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,550000,62,0.0,0.0,0.0
Midfielder,0.0,0.0,34.0,53,11.0,9.0,4.0,89.0,12.0,0.0,6,773,27.61,2.0,15.0,33,5.0,26.0,0,0,21,4.0,4,0.14,33.0,39,0.0,0.0,27,25000000,82,0.0,45.142857142857146,38.23529411764706
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,375000,61,0.0,0.0,0.0
Forward,0.0,0.0,24.0,0,15.0,3.0,37.0,0.0,0.0,0.0,6,666,20.18,7.0,55.0,0,0.0,0.0,3,1,26,15.0,10,0.3,84.0,48,0.0,0.0,20,26500000,81,0.0,0.0,0.0
Defender,5.0,49.0,23.0,61,0.0,24.0,114.0,111.0,6.0,0.0,0,1053,40.5,0.0,1.0,0,0.0,37.0,1,0,12,0.0,0,0.0,0.0,0,0.0,0.0,30,3000000,73,0.0,53.164556962025316,52.22222222222222
Midfielder,0.0,0.0,45.0,49,27.0,20.0,29.0,171.0,92.0,0.0,4,1125,29.61,7.0,75.0,28,6.0,48.0,3,0,29,15.0,6,0.16,74.0,30,0.0,0.0,24,8500000,75,0.0,40.94827586206897,28.089887640449437
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,1300000,69,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,29,7000000,77,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,1700000,67,0.0,0.0,0.0
Defender,10.0,45.0,118.0,56,10.0,60.0,161.0,216.0,68.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,0.0,0,0.0,0.0,24,20000000,81,0.0,55.14705882352941,46.808510638297875
Defender,10.0,45.0,118.0,56,10.0,60.0,161.0,216.0,68.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,0.0,0,0.0,0.0,27,14500000,79,0.0,55.14705882352941,46.808510638297875
Defender,10.0,45.0,118.0,56,10.0,60.0,161.0,216.0,68.0,0.0,6,1532,43.77,10.0,104.0,14,3.0,43.0,7,0,41,2.0,2,0.0,0.0,0,0.0,0.0,27,1100000,69,0.0,55.14705882352941,46.808510638297875
Midfielder,0.0,0.0,98.0,61,4.0,52.0,76.0,287.0,26.0,0.0,0,1518,44.65,1.0,3.0,0,2.0,98.0,4,0,17,1.0,2,0.06,22.0,23,0.0,0.0,19,2000000,69,0.0,57.63239875389408,56.70103092783505
Midfielder,0.0,0.0,70.0,63,13.0,51.0,93.0,171.0,15.0,0.0,8,1100,30.56,8.0,259.0,26,5.0,59.0,9,0,55,1.0,2,0.06,41.0,24,0.0,0.0,28,9000000,77,0.0,45.857988165680474,35.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,8500000,74,0.0,0.0,0.0
Defender,19.0,20.0,80.0,61,3.0,30.0,70.0,222.0,28.0,0.0,11,2396,66.56,15.0,135.0,16,2.0,80.0,4,0,18,1.0,0,0.0,0.0,0,0.0,0.0,24,20000000,81,0.0,55.223880597014926,45.283018867924525
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,900000,67,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,2400000,71,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,9000000,80,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,1100000,66,0.0,0.0,0.0
Defender,5.0,16.0,49.0,63,6.0,24.0,32.0,105.0,35.0,0.0,3,929,35.73,4.0,89.0,22,2.0,25.0,5,0,26,1.0,0,0.0,0.0,0,0.0,0.0,27,12000000,80,0.0,59.6958174904943,61.36363636363637
Defender,5.0,16.0,49.0,63,6.0,24.0,32.0,105.0,35.0,0.0,3,929,35.73,4.0,89.0,22,2.0,25.0,5,0,26,1.0,0,0.0,0.0,0,0.0,0.0,24,825000,66,0.0,59.6958174904943,61.36363636363637
Midfielder,0.0,0.0,75.0,43,30.0,73.0,60.0,286.0,11.0,0.0,3,1940,55.43,4.0,26.0,19,11.0,212.0,8,0,37,0.0,4,0.11,74.0,22,0.0,0.0,21,18500000,79,0.0,44.147157190635454,46.96969696969697
Defender,1.0,9.0,14.0,64,1.0,14.0,20.0,54.0,13.0,0.0,0,286,16.82,1.0,52.0,13,1.0,8.0,1,0,12,1.0,0,0.0,0.0,0,0.0,0.0,19,1200000,66,0.0,46.31578947368421,34.61538461538461
Goalkeeper,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,19.0,0.0,0.0,0,0.0,9.0,0,0,0,0.0,0,0.0,0.0,0,3.0,0.0,31,1900000,72,2.0,0.0,0.0
Defender,11.0,35.0,34.0,47,7.0,32.0,154.0,206.0,4.0,0.0,0,2537,76.88,2.0,1.0,0,8.0,149.0,7,0,28,1.0,1,0.0,0.0,0,0.0,0.0,25,18500000,81,0.0,52.549019607843135,52.53164556962025
