Position,Clean sheets,Goals conceded,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Recoveries,Successful 50/50s,Own goals,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Goals per match,Shots,Shooting accuracy %,Saves,Penalties saved,age,value_eur,overall,Arial Saves,Duels %,Aerial battles %
Defender,0.0,15.0,8.0,88,0.0,11.0,26.0,26.0,1.0,0.0,0,125,13.89,0.0,1.0,100,0.0,16.0,0,0,2,0.0,0,0.0,0.0,0,0.0,0.0,37,1200000,77,0.0,61.904761904761905,60.0
Forward,0.0,0.0,4.0,0,1.0,0.0,6.0,0.0,0.0,0.0,1,99,9.0,1.0,3.0,0,0.0,0.0,0,0,4,0.0,0,0.0,5.0,60,0.0,0.0,21,825000,63,0.0,0.0,0.0
Midfielder,0.0,0.0,9.0,100,0.0,5.0,3.0,20.0,3.0,0.0,0,97,24.25,0.0,2.0,0,0.0,1.0,0,0,3,0.0,0,0.0,1.0,0,0.0,0.0,26,15500000,80,0.0,60.0,50.0
Midfielder,0.0,0.0,40.0,70,9.0,19.0,21.0,91.0,23.0,0.0,0,359,11.97,0.0,88.0,22,0.0,5.0,7,0,35,5.0,1,0.03,30.0,20,0.0,0.0,28,5500000,74,0.0,38.13559322033898,42.10526315789474
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,3700000,72,0.0,0.0,0.0
Defender,0.0,0.0,4.0,100,0.0,3.0,4.0,10.0,2.0,0.0,0,63,9.0,0.0,4.0,0,0.0,1.0,0,0,0,1.0,0,0.0,1.0,0,0.0,0.0,22,950000,67,0.0,54.54545454545455,0.0
Midfielder,0.0,0.0,11.0,82,0.0,13.0,17.0,44.0,5.0,0.0,0,343,26.38,0.0,4.0,0,1.0,12.0,2,0,7,0.0,0,0.0,1.0,0,0.0,0.0,20,800000,63,0.0,53.08641975308642,54.54545454545455
Defender,9.0,27.0,33.0,61,4.0,33.0,348.0,153.0,3.0,0.0,0,1071,36.93,0.0,3.0,0,0.0,113.0,5,0,14,3.0,0,0.0,0.0,0,0.0,0.0,27,10000000,78,0.0,62.23776223776224,60.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,230000,58,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,8500000,76,0.0,0.0,0.0
Defender,0.0,7.0,2.0,100,0.0,6.0,36.0,32.0,0.0,0.0,0,247,41.17,0.0,0.0,0,0.0,7.0,0,0,2,0.0,1,0.0,0.0,0,0.0,0.0,32,10000000,81,0.0,73.6842105263158,76.66666666666667
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,5500000,73,0.0,0.0,0.0
Goalkeeper,7.0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,498,26.21,0.0,0.0,0,0.0,82.0,3,0,2,0.0,0,0.0,0.0,0,36.0,1.0,29,12000000,81,28.0,0.0,0.0
Midfielder,0.0,0.0,58.0,78,8.0,21.0,30.0,125.0,12.0,0.0,3,1480,46.25,5.0,123.0,24,7.0,85.0,3,0,29,0.0,0,0.0,21.0,24,0.0,0.0,31,9500000,80,0.0,54.76190476190476,56.09756097560975
Defender,0.0,5.0,1.0,100,1.0,6.0,14.0,14.0,1.0,0.0,0,113,28.25,0.0,1.0,100,0.0,9.0,1,0,2,0.0,0,0.0,0.0,0,0.0,0.0,24,2800000,71,0.0,50.0,50.0
Midfielder,0.0,0.0,4.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0,54,10.8,0.0,4.0,0,0.0,0.0,1,0,1,0.0,0,0.0,4.0,50,0.0,0.0,29,17500000,81,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,900000,64,0.0,0.0,0.0
Midfielder,0.0,0.0,33.0,73,8.0,15.0,9.0,104.0,30.0,0.0,9,980,37.69,11.0,84.0,20,15.0,22.0,2,0,23,4.0,3,0.12,36.0,44,0.0,0.0,28,39000000,85,0.0,42.248062015503876,45.23809523809524
Midfielder,0.0,0.0,12.0,50,4.0,10.0,16.0,79.0,3.0,0.0,1,837,64.38,1.0,8.0,0,2.0,23.0,3,1,4,1.0,0,0.0,8.0,13,0.0,0.0,24,10000000,77,0.0,48.214285714285715,31.57894736842105
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,17,250000,58,0.0,0.0,0.0
Midfielder,0.0,0.0,102.0,59,15.0,38.0,57.0,266.0,16.0,0.0,3,1902,52.83,5.0,185.0,20,4.0,102.0,5,0,26,2.0,4,0.11,29.0,24,0.0,0.0,26,11000000,77,0.0,50.920245398773005,45.833333333333336
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,4800000,72,0.0,0.0,0.0
Defender,5.0,52.0,35.0,71,1.0,31.0,222.0,99.0,9.0,0.0,0,913,28.53,0.0,0.0,0,0.0,45.0,4,0,31,1.0,0,0.0,0.0,0,0.0,0.0,33,3600000,77,0.0,58.56573705179283,61.58940397350993
Midfielder,0.0,0.0,2.0,50,0.0,1.0,0.0,11.0,2.0,0.0,0,88,22.0,0.0,2.0,0,0.0,2.0,0,0,0,0.0,1,0.25,4.0,50,0.0,0.0,31,7000000,76,0.0,41.666666666666664,0.0
Midfielder,0.0,0.0,37.0,78,9.0,15.0,51.0,143.0,32.0,0.0,3,833,29.75,3.0,90.0,21,2.0,25.0,3,0,23,9.0,3,0.11,35.0,31,0.0,0.0,26,12500000,79,0.0,51.88284518828452,40.0
Forward,0.0,0.0,9.0,0,6.0,3.0,12.0,0.0,0.0,0.0,0,161,7.0,2.0,9.0,0,0.0,0.0,1,0,11,0.0,2,0.09,22.0,23,0.0,0.0,21,1700000,69,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,28,2500000,72,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,625000,63,0.0,0.0,0.0
Forward,0.0,0.0,2.0,100,1.0,1.0,1.0,6.0,1.0,0.0,0,43,10.75,0.0,2.0,0,0.0,1.0,0,0,1,1.0,0,0.0,1.0,0,0.0,0.0,27,1900000,70,0.0,50.0,0.0
Forward,0.0,0.0,18.0,0,7.0,5.0,46.0,0.0,0.0,0.0,0,664,18.97,2.0,9.0,0,0.0,0.0,9,0,60,35.0,12,0.34,53.0,47,0.0,0.0,33,2500000,73,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,24,10500000,76,0.0,0.0,0.0
Defender,9.0,30.0,64.0,72,3.0,57.0,283.0,158.0,1.0,0.0,1,1734,64.22,3.0,12.0,25,5.0,73.0,6,0,26,2.0,3,0.0,0.0,0,0.0,0.0,25,31500000,84,0.0,60.55045871559633,62.244897959183675
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,2100000,70,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,5500000,73,0.0,0.0,0.0
Forward,0.0,0.0,7.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0,194,10.78,2.0,23.0,0,0.0,0.0,0,0,3,4.0,1,0.06,9.0,56,0.0,0.0,26,7000000,75,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,21000000,82,0.0,0.0,0.0
Defender,8.0,50.0,92.0,65,7.0,60.0,149.0,198.0,24.0,1.0,2,1638,48.18,0.0,62.0,15,0.0,73.0,1,0,31,0.0,0,0.0,0.0,0,0.0,0.0,28,5500000,75,0.0,52.65822784810127,50.36496350364963
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,260000,58,0.0,0.0,0.0
Forward,0.0,0.0,4.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,79,26.33,0.0,1.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2.0,0,0.0,0.0,17,350000,59,0.0,0.0,0.0
Forward,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,5.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,19,475000,61,0.0,0.0,0.0
Midfielder,0.0,0.0,7.0,86,1.0,1.0,2.0,21.0,6.0,0.0,0,83,9.22,0.0,13.0,8,0.0,4.0,1,0,4,0.0,0,0.0,4.0,0,0.0,0.0,22,12000000,77,0.0,38.46153846153846,0.0
Midfielder,0.0,0.0,61.0,59,4.0,47.0,30.0,222.0,20.0,0.0,0,1324,45.66,2.0,23.0,35,8.0,114.0,6,0,28,2.0,4,0.14,15.0,40,0.0,0.0,30,5500000,76,0.0,51.50375939849624,41.666666666666664
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,28,3300000,73,0.0,0.0,0.0
Forward,0.0,0.0,6.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0,66,22.0,0.0,9.0,0,0.0,0.0,0,0,6,2.0,0,0.0,1.0,0,0.0,0.0,30,12000000,79,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,775000,64,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,3200000,72,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,925000,64,0.0,0.0,0.0
Defender,7.0,60.0,30.0,80,3.0,58.0,294.0,135.0,9.0,0.0,0,1013,31.66,1.0,2.0,100,1.0,90.0,3,0,15,0.0,1,0.0,0.0,0,0.0,0.0,29,10000000,79,0.0,57.20338983050848,52.287581699346404
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,375000,60,0.0,0.0,0.0
Defender,8.0,50.0,34.0,76,5.0,31.0,94.0,155.0,11.0,0.0,1,1144,31.78,0.0,163.0,14,0.0,46.0,7,0,27,2.0,0,0.0,0.0,0,0.0,0.0,29,5000000,75,0.0,50.21645021645022,58.02469135802469
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,7000000,72,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,11000000,75,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,15000000,78,0.0,0.0,0.0
Defender,14.0,25.0,58.0,74,6.0,48.0,199.0,190.0,5.0,1.0,0,3074,90.41,1.0,2.0,0,3.0,146.0,9,0,28,0.0,4,0.0,0.0,0,0.0,0.0,29,20000000,83,0.0,57.09219858156028,53.74149659863946
Midfielder,0.0,0.0,2.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,18,1200000,66,0.0,66.66666666666667,0.0
Midfielder,0.0,0.0,37.0,65,16.0,26.0,19.0,113.0,57.0,0.0,7,836,23.89,5.0,86.0,24,13.0,60.0,3,0,17,3.0,3,0.09,47.0,36,0.0,0.0,23,20000000,80,0.0,51.30434782608695,31.25
Midfielder,0.0,0.0,20.0,65,13.0,12.0,7.0,100.0,36.0,0.0,8,1809,69.58,13.0,98.0,26,18.0,57.0,4,0,18,12.0,4,0.15,39.0,36,0.0,0.0,28,60000000,88,0.0,46.198830409356724,7.6923076923076925
Midfielder,0.0,0.0,6.0,50,1.0,0.0,1.0,8.0,3.0,0.0,0,53,13.25,0.0,4.0,25,1.0,1.0,2,0,4,0.0,0,0.0,2.0,50,0.0,0.0,20,3800000,71,0.0,35.294117647058826,22.22222222222222
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,1100000,65,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,4900000,76,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,1200000,68,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,11000000,75,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,900000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,10.0,80,11.0,9.0,4.0,101.0,31.0,0.0,2,676,21.13,6.0,49.0,29,1.0,33.0,3,0,18,2.0,5,0.16,33.0,39,0.0,0.0,26,18000000,80,0.0,37.967914438502675,15.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,170000,55,0.0,0.0,0.0
Goalkeeper,10.0,58.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1162,30.58,0.0,0.0,0,0.0,336.0,0,0,1,0.0,0,0.0,0.0,0,121.0,1.0,23,10000000,77,50.0,0.0,0.0
Defender,0.0,3.0,9.0,67,0.0,8.0,4.0,15.0,2.0,0.0,1,96,48.0,0.0,7.0,14,0.0,3.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,28,3200000,73,0.0,77.77777777777777,100.0
Defender,4.0,50.0,71.0,66,0.0,61.0,155.0,154.0,9.0,0.0,1,1000,32.26,3.0,64.0,20,0.0,53.0,5,0,58,2.0,0,0.0,0.0,0,0.0,0.0,28,5500000,75,0.0,50.31645569620253,53.535353535353536
Midfielder,0.0,0.0,33.0,70,29.0,21.0,39.0,161.0,75.0,0.0,10,1721,63.74,4.0,28.0,14,15.0,110.0,5,1,44,3.0,6,0.22,76.0,24,0.0,0.0,24,66500000,87,0.0,55.76407506702413,62.96296296296296
Goalkeeper,11.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1099,31.4,0.0,0.0,0,0.0,362.0,3,0,1,0.0,0,0.0,0.0,0,114.0,1.0,25,875000,68,82.0,0.0,0.0
Midfielder,0.0,0.0,19.0,42,11.0,5.0,9.0,69.0,14.0,0.0,1,344,24.57,5.0,48.0,27,1.0,12.0,1,0,5,1.0,1,0.07,20.0,20,0.0,0.0,24,5500000,73,0.0,46.774193548387096,9.523809523809524
Defender,5.0,29.0,22.0,77,1.0,31.0,125.0,76.0,0.0,0.0,0,568,27.05,1.0,1.0,0,0.0,54.0,5,0,21,2.0,0,0.0,0.0,0,0.0,0.0,30,9500000,79,0.0,56.58914728682171,61.64383561643836
Midfielder,0.0,0.0,73.0,60,10.0,60.0,95.0,245.0,36.0,0.0,4,1387,39.63,1.0,12.0,25,2.0,114.0,2,1,41,2.0,0,0.0,36.0,14,0.0,0.0,25,11000000,77,0.0,47.02549575070822,53.40909090909091
Midfielder,0.0,0.0,7.0,43,4.0,13.0,20.0,48.0,19.0,0.0,0,469,23.45,0.0,32.0,13,3.0,17.0,2,0,7,2.0,0,0.0,19.0,26,0.0,0.0,30,3800000,73,0.0,39.25233644859813,33.333333333333336
Midfielder,0.0,0.0,13.0,31,5.0,5.0,5.0,27.0,4.0,0.0,0,238,23.8,0.0,20.0,25,0.0,10.0,5,0,14,0.0,0,0.0,10.0,20,0.0,0.0,31,4800000,74,0.0,36.92307692307692,33.333333333333336
Forward,0.0,0.0,22.0,0,4.0,11.0,15.0,0.0,0.0,0.0,4,422,16.23,3.0,22.0,0,0.0,0.0,4,0,14,3.0,0,0.0,16.0,25,0.0,0.0,26,1100000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,1300000,68,0.0,0.0,0.0
Midfielder,0.0,0.0,32.0,66,3.0,14.0,19.0,90.0,30.0,0.0,0,421,17.54,0.0,16.0,25,1.0,5.0,2,0,14,3.0,2,0.08,13.0,46,0.0,0.0,20,9500000,74,0.0,47.252747252747255,39.285714285714285
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,450000,61,0.0,0.0,0.0
Midfielder,0.0,0.0,35.0,77,11.0,24.0,10.0,128.0,29.0,0.0,8,1239,51.63,9.0,17.0,18,10.0,43.0,0,0,28,0.0,7,0.29,56.0,45,0.0,0.0,26,25500000,82,0.0,46.724890829694324,38.46153846153846
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,180000,56,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,2600000,73,0.0,0.0,0.0
Forward,0.0,0.0,14.0,0,23.0,8.0,22.0,0.0,0.0,0.0,5,576,16.46,7.0,81.0,0,0.0,0.0,3,0,21,9.0,7,0.2,61.0,34,0.0,0.0,19,22500000,80,0.0,0.0,0.0
Midfielder,0.0,0.0,32.0,53,13.0,15.0,20.0,126.0,55.0,0.0,3,799,25.77,6.0,69.0,25,5.0,41.0,3,0,19,4.0,1,0.03,44.0,34,0.0,0.0,23,13000000,77,0.0,47.59825327510917,21.05263157894737
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,1400000,69,0.0,0.0,0.0
Defender,5.0,27.0,11.0,82,1.0,22.0,158.0,80.0,0.0,0.0,0,659,38.76,0.0,1.0,0,0.0,54.0,5,0,14,0.0,0,0.0,0.0,0,0.0,0.0,28,11500000,79,0.0,56.557377049180324,63.768115942028984
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,30,8500000,77,0.0,0.0,0.0
Midfielder,0.0,0.0,12.0,58,3.0,7.0,6.0,50.0,25.0,0.0,0,379,31.58,0.0,32.0,16,1.0,17.0,1,0,8,0.0,0,0.0,12.0,0,0.0,0.0,19,12000000,76,0.0,45.038167938931295,13.333333333333334
Midfielder,0.0,0.0,36.0,67,2.0,27.0,103.0,72.0,2.0,0.0,0,573,22.04,0.0,5.0,0,1.0,43.0,1,0,5,0.0,0,0.0,5.0,0,0.0,0.0,18,290000,59,0.0,57.25806451612903,46.96969696969697
Midfielder,0.0,0.0,46.0,70,23.0,35.0,80.0,184.0,16.0,0.0,5,1046,29.89,10.0,190.0,22,7.0,48.0,6,0,37,3.0,3,0.09,59.0,27,0.0,0.0,27,7000000,75,0.0,39.221556886227546,28.94736842105263
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,2100000,70,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,475000,63,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,9000000,74,0.0,0.0,0.0
Defender,9.0,18.0,31.0,55,3.0,26.0,65.0,140.0,9.0,0.0,5,1421,64.59,8.0,88.0,13,3.0,41.0,2,0,15,5.0,1,0.0,0.0,0,0.0,0.0,23,8000000,75,0.0,50.427350427350426,60.0
Forward,0.0,0.0,5.0,0,4.0,4.0,13.0,0.0,0.0,0.0,0,184,8.76,0.0,19.0,0,0.0,0.0,2,1,20,6.0,2,0.1,19.0,42,0.0,0.0,28,800000,67,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,250000,58,0.0,0.0,0.0
Forward,0.0,0.0,31.0,0,16.0,19.0,67.0,0.0,0.0,0.0,1,704,19.03,3.0,30.0,0,0.0,0.0,2,0,43,18.0,7,0.19,69.0,36,0.0,0.0,27,8000000,76,0.0,0.0,0.0
Goalkeeper,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20.0,0.0,0.0,0,0.0,6.0,0,0,0,0.0,0,0.0,0.0,0,3.0,0.0,30,9500000,80,1.0,0.0,0.0
Forward,0.0,0.0,28.0,0,8.0,16.0,52.0,0.0,0.0,0.0,2,1162,37.48,3.0,62.0,0,0.0,0.0,5,0,35,8.0,10,0.32,45.0,38,0.0,0.0,31,15500000,81,0.0,0.0,0.0
Defender,1.0,14.0,15.0,73,3.0,9.0,13.0,45.0,11.0,0.0,1,378,37.8,0.0,57.0,19,0.0,20.0,4,0,12,0.0,0,0.0,0.0,0,0.0,0.0,26,21000000,82,0.0,54.205607476635514,61.53846153846154
Defender,1.0,14.0,15.0,73,3.0,9.0,13.0,45.0,11.0,0.0,1,378,37.8,0.0,57.0,19,0.0,20.0,4,0,12,0.0,0,0.0,0.0,0,0.0,0.0,23,775000,65,0.0,54.205607476635514,61.53846153846154
Defender,0.0,3.0,4.0,75,0.0,4.0,11.0,5.0,0.0,0.0,0,65,21.67,0.0,1.0,0,0.0,3.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,32,1300000,71,0.0,54.54545454545455,66.66666666666667
Midfielder,0.0,0.0,10.0,50,1.0,2.0,5.0,28.0,6.0,0.0,0,160,10.67,0.0,15.0,27,0.0,1.0,1,0,9,0.0,0,0.0,5.0,40,0.0,0.0,32,5000000,75,0.0,38.18181818181818,35.714285714285715
Defender,12.0,22.0,31.0,68,5.0,24.0,154.0,175.0,8.0,0.0,1,1709,63.3,1.0,10.0,0,3.0,102.0,4,0,26,2.0,2,0.0,0.0,0,0.0,0.0,24,24500000,82,0.0,52.857142857142854,60.204081632653065
Midfielder,0.0,0.0,5.0,80,3.0,1.0,2.0,8.0,1.0,0.0,1,98,19.6,0.0,1.0,0,0.0,2.0,1,0,4,1.0,0,0.0,5.0,0,0.0,0.0,20,875000,64,0.0,48.0,51.851851851851855
Midfielder,0.0,0.0,5.0,60,0.0,4.0,11.0,4.0,0.0,0.0,0,24,24.0,0.0,2.0,0,0.0,0.0,0,0,0,0.0,1,1.0,1.0,100,0.0,0.0,26,11000000,77,0.0,63.63636363636363,66.66666666666667
Defender,6.0,23.0,21.0,67,1.0,30.0,160.0,140.0,6.0,0.0,2,739,38.89,2.0,0.0,0,1.0,28.0,1,0,3,0.0,1,0.0,0.0,0,0.0,0.0,27,17000000,81,0.0,59.523809523809526,53.94736842105263
Midfielder,0.0,0.0,7.0,86,5.0,1.0,0.0,27.0,7.0,0.0,0,131,8.19,3.0,27.0,22,0.0,6.0,0,0,8,4.0,3,0.19,17.0,35,0.0,0.0,29,3000000,72,0.0,39.50617283950617,40.74074074074074
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,775000,64,0.0,0.0,0.0
Forward,0.0,0.0,41.0,0,30.0,23.0,0.0,0.0,0.0,0.0,6,1455,46.94,10.0,97.0,0,0.0,0.0,5,0,31,26.0,9,0.29,88.0,40,0.0,0.0,28,67500000,89,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,17,800000,63,0.0,0.0,0.0
Midfielder,0.0,0.0,27.0,78,18.0,13.0,7.0,122.0,85.0,0.0,15,1091,34.09,13.0,93.0,23,2.0,14.0,4,0,24,7.0,10,0.31,57.0,35,0.0,0.0,21,34500000,82,0.0,49.044585987261144,53.333333333333336
